segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
6,195,complex,poisson,0.3156994560850776,0.44327526239297105,0.24102528152195135,0.08753908568873611,0.8541336881844411,13,0.029864166568615423,0.15929330183176416,0.10455791173740063,9,False,3035,5766,valve_0012_lidar_classes.ply
7,63,tube,ball_pivoting,0.9368708962144169,0.030592444769697767,0.0325366590158854,0.05748251339797942,0.8428124813000765,2,0.010206514229847474,0.02153622493187561,0.01905285615357075,2,False,63,70,valve_0012_lidar_classes.ply
8,1230,complex,poisson,0.46611690567814995,0.48360774577315496,0.05027534854869509,0.055102970130161716,0.9397797164442002,3,0.01583578741826609,0.20067522245757557,0.06989135636522982,5,False,4498,8855,valve_0012_lidar_classes.ply
9,1771,tube,ball_pivoting,0.5240552979220277,0.4304290368665337,0.04551566521143866,0.06894342902476025,0.9242117693641784,4,0.011514991017534261,0.022804376244235713,0.020391916855768324,4,False,1771,2209,valve_0012_lidar_classes.ply
10,3155,complex,poisson,0.38615726299974995,0.24555596302731197,0.3682867739729381,0.04386108135415915,0.9688645046918518,3,0.011796295699184941,0.05888357440144153,0.029469368128536403,5,False,7722,15247,valve_0012_lidar_classes.ply
11,758,plane,alpha_shape,0.33487723923535767,0.6419612405588051,0.02316152020583718,0.03858864346051116,0.9708568152946502,2,0.012484792381548069,0.0209581450870035,0.02080733039514667,4,False,646,1400,valve_0012_lidar_classes.ply
12,1497,plane,alpha_shape,0.10581469009330124,0.8141840051900849,0.08000130471661387,0.046378805647627336,0.9631104749215895,1,0.012562615482932468,0.021740679132596197,0.02225912752021454,3,False,1226,2676,valve_0012_lidar_classes.ply
13,763,complex,poisson,0.023526056640895358,0.5184632677306028,0.45801067562850184,0.08661632043162157,0.8865596411268785,1,0.012806739147470424,0.03218813258008028,0.02324916845162217,1,False,2980,5747,valve_0012_lidar_classes.ply
2,637,complex,poisson,0.18895136837982138,0.4070667535865946,0.403981878033584,0.08485134160869442,0.8848200881972196,18,0.024990069994253572,0.1371914673326783,0.0907640702065588,9,False,6101,11811,valve_0013_lidar_classes.ply
3,67,tube,ball_pivoting,0.8490666284501102,0.11944715612406887,0.031486215425821,0.08127403835993259,0.8806608313800744,2,0.009715869196431666,0.05167138807815936,0.029045125566337024,2,False,67,84,valve_0013_lidar_classes.ply
5,1617,complex,poisson,0.13771439872663546,0.7771390369799152,0.0851465642934494,0.10536682582784364,0.8060425711942844,1,0.019381535125794387,0.22578279613332225,0.09912114848353315,6,False,7037,13893,valve_0013_lidar_classes.ply
6,294,complex,poisson,0.3671569471048067,0.21161811482454132,0.42122493807065203,0.0661562873203614,0.8883029653254326,15,0.03183406941403908,0.19140865096468918,0.11259340972576637,2,False,4698,9182,valve_0013_lidar_classes.ply
8,1847,complex,poisson,0.36459551146585567,0.5929685853284677,0.04243590320567663,0.0584122254189991,0.9325096957881628,2,0.012258255305417054,0.05500003152384896,0.028625546932882457,4,False,5263,10440,valve_0013_lidar_classes.ply
9,1231,complex,poisson,0.3381505921229651,0.6181896427569807,0.04365976512005411,0.0606520409040258,0.9356078170127112,1,0.016001929461806782,0.11784715204675877,0.0536615302083867,3,False,5098,10106,valve_0013_lidar_classes.ply
10,3377,complex,poisson,0.15494690151208054,0.48039496667047155,0.3646581318174479,0.04522148383276624,0.9680580485815539,3,0.011602858631244042,0.0907313533742933,0.0351791561747192,1,False,8478,16790,valve_0013_lidar_classes.ply
11,730,plane,alpha_shape,0.11981351939271111,0.8557932507034571,0.0243932299038318,0.029486684573304705,0.9751634407674473,2,0.012338267763873933,0.021202938647342184,0.021161025612853268,1,False,658,1428,valve_0013_lidar_classes.ply
12,1322,plane,alpha_shape,0.25619105734744935,0.6719534571369027,0.07185548551564795,0.04344452959985276,0.9618705772397902,1,0.012595838175882612,0.022294963765148747,0.022384545692292097,1,False,1107,2388,valve_0013_lidar_classes.ply
13,675,complex,poisson,0.02982920813516174,0.5908280101215193,0.379342781743319,0.07610901809923236,0.9094816905210276,1,0.012906720152940455,0.03989481798524873,0.025112471136865155,3,False,2879,5545,valve_0013_lidar_classes.ply
2,408,complex,poisson,0.46145056931841416,0.19894411391648192,0.3396053167651039,0.07698663363171201,0.9042612482335122,15,0.028902542822167213,0.13391321395752465,0.09807489880870804,5,False,3966,7600,valve_0014_lidar_classes.ply
3,62,tube,ball_pivoting,0.8594348142443373,0.11648896193413817,0.024076223821524613,0.0607959953019293,0.9415884107118878,1,0.007587331579907536,0.018257460816947624,0.016355328359128403,2,False,62,78,valve_0014_lidar_classes.ply
5,1624,complex,poisson,0.4090930021311635,0.5365452360965142,0.05436176177232239,0.09504364175011733,0.8217250747986108,1,0.020382754526182822,0.29626233726587,0.12905350245111538,5,False,7734,15176,valve_0014_lidar_classes.ply
6,538,complex,poisson,0.3403079317521326,0.25549664996726207,0.40419541828060535,0.07213409543001231,0.8943473861110871,20,0.023301599034585913,0.13364755392699795,0.08291519006783687,2,False,5444,10555,valve_0014_lidar_classes.ply
7,85,tube,ball_pivoting,0.9770648228720316,0.005077457805795564,0.017857719322172887,0.08175182161819435,0.8349900510404465,3,0.010124492312201664,0.05441048125889766,0.027836577024793384,2,False,85,105,valve_0014_lidar_classes.ply
8,1335,complex,poisson,0.34595149722913116,0.6088146120189902,0.045233890751878614,0.060103700661656025,0.9347698333245219,2,0.014164558730668162,0.11564618006791305,0.0492122139718901,4,False,4954,9724,valve_0014_lidar_classes.ply
9,2134,complex,poisson,0.3154014267263837,0.6354301469106755,0.04916842636294081,0.06335499849710616,0.9275409382964426,2,0.011751447507145043,0.05078908818736583,0.025469802409074503,1,False,6032,11970,valve_0014_lidar_classes.ply
10,3569,complex,poisson,0.07016248734532514,0.4416302408878503,0.48820727176682455,0.04551267376867617,0.9661687175745496,3,0.010456377394879268,0.04341541055602866,0.022908877965007148,1,False,8256,16293,valve_0014_lidar_classes.ply
11,708,plane,alpha_shape,0.24425032561413515,0.7293689150593298,0.02638075932653511,0.035996759867306036,0.9717100617921262,4,0.012233008628033969,0.020161696336795067,0.020425560293541402,2,False,624,1336,valve_0014_lidar_classes.ply
12,1336,plane,alpha_shape,0.17636260747565471,0.7586232983409372,0.06501409418340805,0.045121273638385286,0.9592403912601396,1,0.011385395698204032,0.019869014469026634,0.020528420319581853,1,False,1095,2366,valve_0014_lidar_classes.ply
13,657,complex,poisson,0.0938068804251107,0.42905751568569933,0.47713560388918996,0.08120103148570602,0.8859441271554932,1,0.012520195506813983,0.027472018594072323,0.0223532921604961,4,False,3029,5864,valve_0014_lidar_classes.ply
2,537,complex,poisson,0.21770763703010604,0.4864209098558789,0.2958714531140151,0.06943984583876112,0.897666442546359,15,0.026798831632354025,0.1406127975216136,0.08643499760234728,7,False,3918,7486,valve_0015_lidar_classes.ply
3,71,complex,poisson,0.7961556055665461,0.18080734415141206,0.023037050282041928,0.05217014951075387,0.9558598001132782,1,0.010570835671383314,0.05107199077937239,0.028962568052814146,9,False,1504,2839,valve_0015_lidar_classes.ply
5,1560,complex,poisson,0.31406779152230874,0.6199818685987536,0.06595033987893759,0.09756648092561025,0.8143499987971604,1,0.020475038270027616,0.21948155196582184,0.10379332349816756,5,False,7492,14731,valve_0015_lidar_classes.ply
6,364,complex,poisson,0.2889414216727009,0.39102942305834504,0.32002915526895404,0.07461903182508817,0.879139111508602,19,0.030251295198386294,0.1657565804586707,0.0987570681938911,10,False,4404,8459,valve_0015_lidar_classes.ply
7,69,tube,ball_pivoting,0.956937283734878,0.014002569953637207,0.029060146311484805,0.05774609646487897,0.8691425391387109,3,0.014291646257357439,0.025198758806356532,0.018897418448974572,2,False,69,115,valve_0015_lidar_classes.ply
8,1328,complex,poisson,0.4346571917500476,0.5321505345597644,0.03319227369018814,0.059542355504851006,0.9433976306494319,2,0.015482269880785703,0.14740917552410254,0.06250610687367296,2,False,5227,10299,valve_0015_lidar_classes.ply
9,2420,complex,poisson,0.38858191486587534,0.547311208060263,0.0641068770738616,0.0647418245982255,0.9285382911034178,1,0.011817786057912307,0.029613294393771195,0.02169317265817891,2,False,6772,13393,valve_0015_lidar_classes.ply
10,3124,complex,poisson,0.23835313766422916,0.3200956797555864,0.4415511825801844,0.04290872174030518,0.9718214198921422,6,0.012214958090869544,0.08879165237099627,0.03718634588438294,2,False,7563,14965,valve_0015_lidar_classes.ply
11,831,plane,alpha_shape,0.07374140837456945,0.8984671731165881,0.02779141850884248,0.04292157406184002,0.9563765292243608,1,0.011888168966111258,0.019773273672594134,0.020413290555474188,2,False,705,1542,valve_0015_lidar_classes.ply
12,1291,plane,alpha_shape,0.19112033385445162,0.7344736173257893,0.07440604881975908,0.04115206426801438,0.9646839182623346,1,0.012280794784609547,0.021351261547809298,0.021768894520522233,2,False,1092,2416,valve_0015_lidar_classes.ply
13,639,complex,poisson,0.21638184175243244,0.3562885174670625,0.427329640780505,0.07099322284230701,0.9090070063966075,1,0.0126337856243056,0.027412384000040153,0.0224005056358954,2,False,2821,5449,valve_0015_lidar_classes.ply
2,644,complex,poisson,0.18290951474061193,0.44018197901245953,0.3769085062469285,0.08345303104258948,0.8699155970069025,16,0.022121832316795816,0.12039480357709541,0.07602532125276186,6,False,4817,9379,valve_0016_lidar_classes.ply
3,81,tube,ball_pivoting,0.8156512730476154,0.15233507209739833,0.03201365485498632,0.06867368447522176,0.9117596088317483,1,0.009552191183157146,0.021756217168385456,0.018334808530794562,1,False,81,99,valve_0016_lidar_classes.ply
5,1549,complex,poisson,0.16707164839972807,0.7605237965952537,0.07240455500501822,0.09180633757643605,0.829277395229508,1,0.01855897562657143,0.15191910863675268,0.07369545420796464,3,False,6400,12605,valve_0016_lidar_classes.ply
6,230,complex,poisson,0.19209731958083254,0.3846866185189229,0.4232160619002446,0.09052455959030861,0.8500860132441892,14,0.04006978687563956,0.20924997279496796,0.13547640310996828,5,False,4485,8639,valve_0016_lidar_classes.ply
7,107,tube,ball_pivoting,0.9726995521070961,0.0051195670912380295,0.0221808808016659,0.07948236713885973,0.8199446628036261,2,0.009247862942209991,0.02105482029819992,0.01897280565972028,3,False,107,160,valve_0016_lidar_classes.ply
8,1286,tube,ball_pivoting,0.5549821431189833,0.4159761326419409,0.02904172423907573,0.061720008507956385,0.9316596945795623,2,0.010989900906365025,0.019024118005835644,0.01906096815075147,3,False,1286,1668,valve_0016_lidar_classes.ply
9,2372,complex,poisson,0.3309891364701918,0.5942652388290326,0.07474562470077563,0.06629928115219928,0.9271886262633477,1,0.012643238343542534,0.10688572758728197,0.038037697917374394,4,False,7681,15246,valve_0016_lidar_classes.ply
10,3084,complex,poisson,0.3381918285333751,0.31735535994856945,0.34445281151805546,0.042575078360451754,0.9701732074800291,3,0.011823587324941136,0.07661717106028848,0.033778452036685815,2,False,7820,15460,valve_0016_lidar_classes.ply
11,888,plane,alpha_shape,0.17911490888622264,0.7909780068686694,0.029907084245108073,0.03868275049403464,0.9669747522462445,2,0.012144787333888851,0.02134120882211027,0.021077242895518156,1,False,746,1646,valve_0016_lidar_classes.ply
12,1249,plane,alpha_shape,0.16739717518679378,0.7652572648712591,0.06734555994194708,0.04320919890625764,0.9617889847197657,1,0.01227285254352088,0.022522043425948168,0.021691840839716824,1,False,1050,2318,valve_0016_lidar_classes.ply
13,642,complex,poisson,0.22953436159331592,0.385761595007551,0.3847040433991331,0.08041733613177061,0.8914067594249099,1,0.012656466976492517,0.03800428087358721,0.02442622430303357,2,False,2802,5415,valve_0016_lidar_classes.ply
2,510,complex,poisson,0.3749046151558136,0.3910951264485236,0.23400025839566274,0.07799727872052167,0.8894123690000967,15,0.028172986048848384,0.10643885390809978,0.0691818491921736,8,False,3158,6103,valve_0017_lidar_classes.ply
3,75,tube,ball_pivoting,0.8420715834747489,0.13389671917366477,0.02403169735158646,0.06262366407110678,0.9133457256416121,1,0.01293181355082453,0.0232032324116945,0.02327355301505899,1,False,75,66,valve_0017_lidar_classes.ply
5,1499,complex,poisson,0.41317304957898265,0.5350044450697341,0.05182250535128324,0.10041235534980568,0.8114019656262965,1,0.017891141858663855,0.10728776911526433,0.05793971565506559,6,False,5594,11034,valve_0017_lidar_classes.ply
6,214,complex,poisson,0.49330957813436555,0.21287413361563873,0.2938162882499957,0.06693687169461172,0.9342989923611382,18,0.04321067747273459,0.16687845016503067,0.11489325172825438,3,False,3684,7072,valve_0017_lidar_classes.ply
7,75,tube,ball_pivoting,0.9808365331776424,0.006662245283195345,0.012501221539162312,0.08476446612959153,0.8680975422148037,2,0.01715698611825856,0.03867887853140218,0.027884435198292524,3,False,75,35,valve_0017_lidar_classes.ply
8,1558,tube,ball_pivoting,0.5171842126453441,0.44578436195158244,0.037031425403073484,0.07104243016907041,0.9151199429556109,3,0.011914448780949787,0.020500692637240917,0.020400195771253668,4,False,1558,1963,valve_0017_lidar_classes.ply
9,1353,complex,poisson,0.323333365904728,0.6179444796757259,0.058722154419546105,0.052858417768677404,0.9397017979535703,1,0.016134183294183722,0.19446504801363385,0.07340061647647574,4,False,4915,9690,valve_0017_lidar_classes.ply
10,3109,complex,poisson,0.3371158266438767,0.2787948191133423,0.38408935424278107,0.04697918814425789,0.9641322522736495,5,0.01167009064784337,0.05119024559738107,0.02620725100136815,1,False,7441,14688,valve_0017_lidar_classes.ply
11,664,plane,alpha_shape,0.1608043275647255,0.8154545513669915,0.023741121068282908,0.03742678015204691,0.9702767784395037,2,0.013094062870331012,0.022123035763779844,0.02251737651881089,2,False,590,1284,valve_0017_lidar_classes.ply
12,1286,plane,alpha_shape,0.10436329265685272,0.8096095265635568,0.08602718077959047,0.044694878538297164,0.9625518094642305,1,0.012871618999675425,0.022174493340662852,0.02291457347801247,1,False,1071,2362,valve_0017_lidar_classes.ply
13,676,complex,poisson,0.06857873789293135,0.5530487512044713,0.3783725109025973,0.08133616837332915,0.8851116577136222,1,0.013187441451925087,0.03441988681154,0.024072356718195458,3,False,2981,5749,valve_0017_lidar_classes.ply
2,642,complex,poisson,0.13345499911420977,0.4970031281104587,0.36954187277533146,0.07216775412077647,0.8850065272288364,17,0.024274015353248298,0.14577285913301966,0.08300768410371767,5,False,5135,9992,valve_0018_lidar_classes.ply
3,104,tube,ball_pivoting,0.8171969975953555,0.15704517819228322,0.02575782421236122,0.08112396756620337,0.9132528801935771,1,0.010637452625614378,0.022647625828501806,0.01980511849984424,1,False,104,126,valve_0018_lidar_classes.ply
5,1512,complex,poisson,0.33738135178740525,0.5863546095955673,0.07626403861702753,0.093688915277672,0.8340826858581462,1,0.0186242983084446,0.14691054458157618,0.06914841743610814,1,False,6285,12444,valve_0018_lidar_classes.ply
6,267,complex,poisson,0.15404653813137667,0.4765517068008401,0.3694017550677832,0.0750512615336355,0.8848878918896929,19,0.030572114892751676,0.12749844296471333,0.08686139152182717,6,False,3572,6782,valve_0018_lidar_classes.ply
7,102,tube,ball_pivoting,0.9704241321649392,0.007400850130423607,0.022175017704637208,0.0751882656960374,0.8788118594910821,3,0.0149342093441258,0.02239871451726551,0.01940300532659185,2,False,102,146,valve_0018_lidar_classes.ply
8,1062,tube,ball_pivoting,0.5885416160030266,0.3827447649745684,0.028713619022405084,0.06262899110820978,0.9429292347266341,5,0.01104193466959989,0.03206079610549434,0.02028848915461317,6,False,1062,1249,valve_0018_lidar_classes.ply
9,2193,complex,poisson,0.27047392688745253,0.6568237009785942,0.07270237213395331,0.0704967301118826,0.918942059246715,1,0.012815873594353825,0.10526106552142346,0.03818084127471113,7,False,7564,14961,valve_0018_lidar_classes.ply
10,3393,complex,poisson,0.2621291605516813,0.4202677048075067,0.31760313464081197,0.04602068830420074,0.9670102542805535,5,0.011716141765088568,0.06678019655947066,0.0308364940870988,8,False,9480,18722,valve_0018_lidar_classes.ply
11,667,complex,poisson,0.4880152261180459,0.48924269067455634,0.02274208320739778,0.036762030073457366,0.9674928737418631,2,0.02263727483736848,0.2626734322880436,0.12408585376290049,3,False,4274,8282,valve_0018_lidar_classes.ply
12,1517,complex,poisson,0.09367757291330525,0.8457984197041961,0.060524007382498586,0.055072495272364096,0.9456349878925149,1,0.015144994346355717,0.1460215325558063,0.05732216608552029,2,False,5920,11684,valve_0018_lidar_classes.ply
