segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
10,3530,complex,poisson,0.46388264154652586,0.2411930608018252,0.29492429765164896,0.05051706157357948,0.9561738567835193,3,0.011263949606402148,0.05656400978474385,0.0271555276031033,15,False,9872,19442,valve_0257_lidar_classes.ply
11,714,plane,alpha_shape,0.264464307063978,0.712470634725522,0.023065058210500075,0.033691074308229374,0.9788466725964128,1,0.012479785992443556,0.021699568331046727,0.020773995087299837,4,False,607,1304,valve_0257_lidar_classes.ply
12,1277,plane,alpha_shape,0.10777239925496482,0.82127923245701,0.07094836828802528,0.0426454942242291,0.9607663085119629,1,0.012354121245251839,0.02225118692048695,0.022154641020454915,2,False,1069,2326,valve_0257_lidar_classes.ply
13,772,complex,poisson,0.11006657226362397,0.5744981950917795,0.31543523264459655,0.08348011409642402,0.8834950629237673,1,0.012550328429023714,0.03905396435639258,0.024303886011162307,1,False,2755,5329,valve_0257_lidar_classes.ply
2,684,complex,poisson,0.23130714285580803,0.40010900870502336,0.36858384843916864,0.07731363969341866,0.880900499471913,16,0.023175128263549907,0.13951459684019268,0.08213723334777163,2,False,5132,10027,valve_0258_lidar_classes.ply
3,75,tube,ball_pivoting,0.8234425820536678,0.14593562630651383,0.030621791639818412,0.07986538742661459,0.8948099722456027,1,0.007877219865055492,0.019014040095194792,0.017251800661809882,2,False,75,96,valve_0258_lidar_classes.ply
5,1737,complex,poisson,0.3638460794255337,0.5780986822336941,0.058055238340772246,0.10022048546404906,0.8037499603033644,2,0.020260532185117745,0.24121112007628295,0.10670946476056174,7,False,8137,16003,valve_0258_lidar_classes.ply
6,217,complex,poisson,0.022570505556111183,0.5169298697439295,0.46049962469995925,0.08350629433736659,0.8886321933169486,20,0.030892765329664746,0.14966773301334474,0.09906938191998954,6,False,3567,6906,valve_0258_lidar_classes.ply
7,82,tube,ball_pivoting,0.9754440724771436,0.014281183496879723,0.010274744025976605,0.08724947533993749,0.8416660264099148,2,0.0105441346310327,0.021662386486941538,0.01800456253252266,2,False,82,92,valve_0258_lidar_classes.ply
8,1434,complex,poisson,0.24047541079033635,0.714334398121536,0.045190191088127676,0.06174964205378701,0.9290649319299099,1,0.01426035598282697,0.13735372295055284,0.05255941888861494,6,False,5580,10996,valve_0258_lidar_classes.ply
9,2054,complex,poisson,0.28891550121208903,0.6658442130612413,0.04524028572666969,0.057940484131747065,0.9350538993011724,3,0.011672155491949521,0.07279243670242688,0.02993159695307528,3,False,5648,11214,valve_0258_lidar_classes.ply
10,3529,complex,poisson,0.2536333966000419,0.2804811246674716,0.4658854787324865,0.04390457394541365,0.9666201824410297,6,0.010922942775785914,0.0518357194392675,0.024425187482728546,1,False,7969,15761,valve_0258_lidar_classes.ply
11,666,plane,alpha_shape,0.23271457535282944,0.7454394278618166,0.021845996785353986,0.0368828173352305,0.9747369692522508,1,0.011895341672249145,0.0195077608239371,0.02045238216922933,3,False,571,1236,valve_0258_lidar_classes.ply
12,1400,plane,alpha_shape,0.1537688060603436,0.7798335943558082,0.06639759958384818,0.0444890362981924,0.9552525655365158,1,0.012133168899206674,0.021799207575850875,0.021726835995977703,2,False,1151,2520,valve_0258_lidar_classes.ply
13,688,complex,poisson,0.0553605606997018,0.607472162426824,0.3371672768734742,0.07862999222668704,0.8931348411528013,1,0.012746062792453668,0.03553225370049227,0.024032645992771016,1,False,2659,5118,valve_0258_lidar_classes.ply
2,607,complex,poisson,0.41194451312146285,0.17877016136602492,0.40928532551251223,0.08350126896471298,0.8874601597469489,17,0.022320690400058307,0.13001937626575136,0.07558759258662812,5,False,4510,8645,valve_0259_lidar_classes.ply
3,67,tube,ball_pivoting,0.8402102131425574,0.12881758143110544,0.030972205426337232,0.0979122259707297,0.8703513951514625,2,0.008552659429313544,0.03790564128354522,0.020527668040906354,2,False,67,96,valve_0259_lidar_classes.ply
5,1533,complex,poisson,0.2988545845374048,0.6245811100392824,0.07656430542331275,0.09832353312884137,0.8126202219827842,1,0.017299491560696628,0.11547727395007637,0.0597044040225352,1,False,5874,11618,valve_0259_lidar_classes.ply
6,460,complex,poisson,0.3394439481306076,0.3465453238635705,0.3140107280058219,0.05640877282104495,0.9336327713753776,12,0.025585494037769167,0.13112982782861982,0.08368718679230501,2,False,4626,8730,valve_0259_lidar_classes.ply
7,80,tube,ball_pivoting,0.9758059832349152,0.0022646111108647568,0.02192940565422016,0.10214173868898983,0.7812092314397808,2,0.012067539140896769,0.02301972670859467,0.021936707115435147,4,False,80,72,valve_0259_lidar_classes.ply
8,1382,complex,poisson,0.33690720512046596,0.6116906490440545,0.05140214583547959,0.0601373593415179,0.9301984523202483,2,0.01454391895328179,0.10020914885190028,0.04598541547034295,4,False,5208,10332,valve_0259_lidar_classes.ply
9,1548,complex,poisson,0.3473352316292103,0.6228989372050067,0.02976583116578299,0.05913517224527806,0.9354425118800541,5,0.01560127653489933,0.16602686823252047,0.06313263284482112,1,False,5530,11006,valve_0259_lidar_classes.ply
10,3960,plane,alpha_shape,0.039821735291241674,0.5408185698234843,0.41935969488527397,0.04419561759671023,0.968912652956721,8,0.012087811397930132,0.01793194609717428,0.018804668997860454,4,False,3013,6922,valve_0259_lidar_classes.ply
11,548,plane,alpha_shape,0.3757216093837722,0.6049014065339962,0.019376984082231697,0.029457326241898254,0.9763810195658201,3,0.012607157834931238,0.026497815246126138,0.02173415024472103,1,False,482,1038,valve_0259_lidar_classes.ply
12,1277,plane,alpha_shape,0.18199018225434757,0.7521927308252977,0.06581708692035476,0.041725084400853374,0.9642566971982743,1,0.0116034231005006,0.021516112212781296,0.02101477157118873,1,False,1084,2392,valve_0259_lidar_classes.ply
13,655,complex,poisson,0.1088691991282471,0.5522525129111703,0.3388782879605826,0.07757871123066652,0.9021110189336257,1,0.012285358640755674,0.0358753748386813,0.023690567608497328,3,False,2717,5229,valve_0259_lidar_classes.ply
2,352,complex,poisson,0.44355562624498374,0.24328104885276017,0.3131633249022561,0.06536485900658301,0.9172208589031929,17,0.03602046986591985,0.11475774363722296,0.08638965663455701,2,False,3150,6035,valve_0260_lidar_classes.ply
3,70,complex,poisson,0.7841084920909205,0.19628462288835608,0.019606885020723424,0.05112253317241556,0.9564499556749498,1,0.010742752260582935,0.05267391366289482,0.031115469714777112,11,False,1408,2643,valve_0260_lidar_classes.ply
5,1620,complex,poisson,0.2639216317095003,0.6781130284398394,0.057965339850660325,0.09777417469945245,0.8160271399589151,1,0.019725093430109426,0.20684422557043403,0.08948681691680896,7,False,7396,14560,valve_0260_lidar_classes.ply
6,547,complex,poisson,0.2212015285301208,0.34833399385589087,0.4304644776139883,0.0762061605719363,0.8791297050018496,18,0.02474585805022425,0.14512949072238202,0.088794767486854,2,False,5053,9805,valve_0260_lidar_classes.ply
7,111,tube,ball_pivoting,0.9761034822665414,0.005077846163455209,0.018818671570003425,0.07535794480893424,0.8553924536258922,3,0.00977875337314222,0.01887829001771541,0.018222955222590684,3,False,111,154,valve_0260_lidar_classes.ply
8,2394,complex,poisson,0.3247671234942913,0.6126480748742713,0.06258480163143743,0.06967994959510106,0.9215625233629663,1,0.011900797604867433,0.03469943500966304,0.02216777601942903,3,False,7279,14429,valve_0260_lidar_classes.ply
9,1312,complex,poisson,0.4204820642007074,0.5375250890190462,0.041992846780246465,0.057312313518017986,0.9468311634428582,1,0.013863484906492815,0.09726882584237097,0.04424839504417448,4,False,4897,9599,valve_0260_lidar_classes.ply
10,3188,complex,poisson,0.2092595986547933,0.3483899951621029,0.44235040618310384,0.051668195057673165,0.9598230371263524,5,0.011880533729272015,0.0888966336795457,0.03662165605784483,2,False,7987,15802,valve_0260_lidar_classes.ply
11,716,plane,alpha_shape,0.26106093486753157,0.715244581756038,0.023694483376430518,0.036764056639358826,0.9685467845416837,1,0.011914556180343906,0.020352096368144494,0.02087459403651859,1,False,629,1390,valve_0260_lidar_classes.ply
12,1477,plane,alpha_shape,0.017627659572284734,0.8979817270912838,0.08439061333643148,0.04777560783645667,0.9575930701769817,1,0.012078717450474405,0.021358426297027534,0.021967101210682672,1,False,1206,2604,valve_0260_lidar_classes.ply
13,673,complex,poisson,0.15260254101151183,0.3957262353659643,0.4516712236225239,0.08299093510162676,0.8941562507969713,1,0.012392969854088111,0.03190395040475766,0.022829316835871,2,False,3160,6144,valve_0260_lidar_classes.ply
2,512,complex,poisson,0.28552871376541566,0.35850042976003843,0.3559708564745459,0.08407050556728858,0.8691171607823589,15,0.02794394758716936,0.13397393147397602,0.08897448336891524,11,False,4614,8900,valve_0261_lidar_classes.ply
3,86,tube,ball_pivoting,0.8322507797387675,0.14151675768027797,0.02623246258095455,0.07553392669512718,0.9102618681662621,1,0.008362909384971301,0.02255667173021212,0.017631338087473993,1,False,86,116,valve_0261_lidar_classes.ply
5,1675,complex,poisson,0.14211634435859086,0.7827394525090474,0.07514420313236177,0.09288299552993834,0.8226409027686137,1,0.021834558639555558,0.2566379503702156,0.12273735585678068,5,False,8152,16062,valve_0261_lidar_classes.ply
6,452,tube,ball_pivoting,0.5031226991484842,0.2257179758213894,0.2711593250301264,0.07323525099813707,0.9025297502264658,16,0.027816911570049046,0.03155714571383277,0.029630586258457672,16,False,452,357,valve_0261_lidar_classes.ply
7,118,tube,ball_pivoting,0.9760590447597628,0.00507338335238327,0.01886757188785398,0.07866547665195936,0.8314738764985312,3,0.009779347462535296,0.021677874197274658,0.01856162117758458,2,False,118,176,valve_0261_lidar_classes.ply
8,2127,complex,poisson,0.2376374833934434,0.6899034758861888,0.07245904072036778,0.07211099843851884,0.920116975151414,1,0.012579728182803248,0.05906010815970336,0.028978127737910968,5,False,6881,13668,valve_0261_lidar_classes.ply
9,1115,tube,ball_pivoting,0.6087245665883495,0.36010061072192956,0.031174822689720876,0.05707768130136513,0.9443237922137615,5,0.011069223775150048,0.022963974081262682,0.0195216292011115,2,False,1115,1371,valve_0261_lidar_classes.ply
10,3244,complex,poisson,0.43253999594838843,0.22135550772878262,0.3461044963228289,0.043880723288335,0.9702298131676081,5,0.011736798527364702,0.06292281595488171,0.029404764537019616,4,False,8226,16305,valve_0261_lidar_classes.ply
11,814,plane,alpha_shape,0.177799839426528,0.7970926930329276,0.02510746754054429,0.0431612708310409,0.9615677506495229,1,0.012730223386182649,0.02238229836012603,0.021790147900613885,1,False,694,1536,valve_0261_lidar_classes.ply
12,1201,plane,alpha_shape,0.24819456069297707,0.6835590096410193,0.06824642966600358,0.04727445856006549,0.9582006549935511,1,0.012588230770084322,0.02290208773112704,0.022658580693682963,1,False,1020,2220,valve_0261_lidar_classes.ply
13,656,complex,poisson,0.19709393590351454,0.44452926913629415,0.3583767949601913,0.08027110627478236,0.885433018226507,1,0.01299081547181847,0.033557736438920634,0.02361147231722891,2,False,3047,5880,valve_0261_lidar_classes.ply
2,545,complex,poisson,0.10687168459558294,0.5203532473614941,0.372775068042923,0.0817925171948603,0.8886071162236933,16,0.026382707333393648,0.12497693203651607,0.08216655331686995,3,False,4317,8335,valve_0262_lidar_classes.ply
3,62,tube,ball_pivoting,0.8160211762645709,0.16384009027254093,0.020138733462888143,0.07587391810561891,0.8861606246885398,2,0.009200475569133735,0.05578229818695056,0.028430588762064002,3,False,62,78,valve_0262_lidar_classes.ply
5,1551,complex,poisson,0.421606618134103,0.5091153561941464,0.06927802567175066,0.09457811253547121,0.8242302427183756,1,0.017065778089290922,0.11723852706228252,0.060094656248562764,5,False,6007,11854,valve_0262_lidar_classes.ply
6,428,complex,poisson,0.44069434082037556,0.18126961592224572,0.3780360432573787,0.08504448851605713,0.8504343787379693,22,0.029272522865883336,0.14034045800747738,0.09155847553159344,7,False,4832,9408,valve_0262_lidar_classes.ply
7,63,tube,ball_pivoting,0.9775901532035837,0.009276974676478426,0.013132872119937817,0.10258897752317526,0.7976608888407627,2,0.014106282084623068,0.030569758863781563,0.023289386656956096,4,False,63,48,valve_0262_lidar_classes.ply
8,1630,complex,poisson,0.3192429495710967,0.6330979313873857,0.047659119041517546,0.0618385732925355,0.9361200821876253,2,0.013092728497256775,0.0780613670122364,0.035303676039369694,2,False,4888,9708,valve_0262_lidar_classes.ply
9,1535,complex,poisson,0.35655765946650253,0.5989679696719505,0.04447437086154689,0.06304387590168886,0.9288402463408109,1,0.014289935590905163,0.08883678874446166,0.04084465836347259,4,False,5126,10149,valve_0262_lidar_classes.ply
10,3273,plane,alpha_shape,0.116027052799237,0.5061932535930261,0.3777796936077369,0.045462583903361095,0.9678100920535992,1,0.011337961819373098,0.018450076499086716,0.019077116952607484,5,False,2471,5546,valve_0262_lidar_classes.ply
11,538,plane,alpha_shape,0.3736903280721824,0.6057788251508768,0.020530846776940885,0.029398244107920853,0.9716732130063787,3,0.013397943088038548,0.02417809031251908,0.02336025565408923,2,False,483,1052,valve_0262_lidar_classes.ply
12,1349,plane,alpha_shape,0.23701770510214015,0.7057060796710992,0.05727621522676062,0.04705910254675338,0.958973177538077,1,0.012581597754487495,0.02297422043354099,0.02271020398002408,1,False,1109,2392,valve_0262_lidar_classes.ply
13,679,complex,poisson,0.12006035303628139,0.5846698667762751,0.2952697801874435,0.0661598865689384,0.9211895727631293,1,0.012786729899942093,0.03289302933091772,0.023842087513098374,1,False,2966,5741,valve_0262_lidar_classes.ply
2,373,complex,poisson,0.09121070229465061,0.6044980414173632,0.3042912562879862,0.06450995803998981,0.8923118070443884,13,0.028206795836896677,0.1471248253554809,0.09270262139163517,5,False,3074,5789,valve_0263_lidar_classes.ply
3,88,tube,ball_pivoting,0.8175362204954159,0.15654344964014158,0.02592032986444258,0.05430377508755102,0.9401660740624582,1,0.008311721455860028,0.016093531711580244,0.016356440191732567,1,False,88,120,valve_0263_lidar_classes.ply
5,1556,complex,poisson,0.3749973880138606,0.5572186574078869,0.06778395457825244,0.09476680260554626,0.8227707944904971,2,0.01712443821519864,0.1116807943920938,0.05796675237222028,5,False,6051,11948,valve_0263_lidar_classes.ply
6,459,complex,poisson,0.18991835219406777,0.40328006908789005,0.4068015787180422,0.07545263904524918,0.8743013152178419,17,0.025122437201615222,0.19190726397346156,0.09820595291671681,4,False,4655,9058,valve_0263_lidar_classes.ply
7,113,tube,ball_pivoting,0.9736776445461374,0.006022054493936128,0.0203003009599265,0.09434122278123241,0.825754370068832,2,0.009396491704178696,0.020507625524187403,0.01818694664957486,2,False,113,166,valve_0263_lidar_classes.ply
8,1045,complex,poisson,0.600542471253763,0.36923444738917155,0.030223081357065425,0.05253779430330618,0.9502806412582432,5,0.015236387863546265,0.12090482604931646,0.05839529213377902,2,False,4421,8638,valve_0263_lidar_classes.ply
9,2175,complex,poisson,0.27971913995615477,0.6413453104770559,0.07893554956678937,0.07237064782363313,0.9228639917225662,2,0.012528350103063648,0.037640102118273434,0.02452687606142271,5,False,6728,13292,valve_0263_lidar_classes.ply
10,3083,complex,poisson,0.46193398155220655,0.17922037964491422,0.35884563880287923,0.04718934443152844,0.9659536817411616,3,0.012051009923909239,0.06580308444150507,0.030235599887027835,1,False,7762,15396,valve_0263_lidar_classes.ply
11,888,complex,poisson,0.2027867364175298,0.7710326570447631,0.026180606537707176,0.05278452217783492,0.9499892264364699,1,0.023513886081772177,0.2822661950544123,0.14467847842540513,2,False,5699,11205,valve_0263_lidar_classes.ply
12,1321,plane,alpha_shape,0.2388927864265446,0.6844714306053808,0.07663578296807455,0.0473053783386142,0.9592563747273876,1,0.012564419381472885,0.023248805329827368,0.022685079308214333,1,False,1081,2362,valve_0263_lidar_classes.ply
13,688,complex,poisson,0.20808673600020908,0.36869371450243654,0.4232195494973544,0.08224938506395664,0.8876128176829974,1,0.013160855150814482,0.033651417371407796,0.024284758983135542,4,False,3247,6275,valve_0263_lidar_classes.ply
2,443,complex,poisson,0.33651285771120387,0.3216985369552797,0.3417886053335164,0.07535023621155844,0.8534676146384657,16,0.02860968710552446,0.11304944223785779,0.07514348077023711,5,False,2963,5693,valve_0264_lidar_classes.ply
3,68,tube,ball_pivoting,0.8557929819070936,0.12262592566503842,0.021581092427867918,0.06356909366625679,0.9253340416598577,1,0.007831142976980829,0.03253014112105177,0.019352190198346955,1,False,68,93,valve_0264_lidar_classes.ply
5,1611,complex,poisson,0.28434636907753036,0.6299064812362128,0.0857471496862568,0.09525071348632697,0.8204339121466823,1,0.01969114865556283,0.24583543481289238,0.10496747395182213,2,False,7896,15501,valve_0264_lidar_classes.ply
6,510,complex,poisson,0.09571285482270205,0.47366987760073626,0.4306172675765617,0.06518084582506613,0.9138914916907529,17,0.025562690197801097,0.13508523603855027,0.08624520643986783,8,False,5385,10336,valve_0264_lidar_classes.ply
7,80,tube,ball_pivoting,0.9728161560827627,0.006823543592886328,0.020360300324351068,0.07059425892128705,0.8738450315535917,2,0.010363500928559142,0.019038527279749484,0.01680198267321179,2,False,80,109,valve_0264_lidar_classes.ply
8,1551,complex,poisson,0.3815684145733178,0.5816911861577886,0.03674039926889368,0.0616065285207727,0.9314436414336166,1,0.014647479916525897,0.2052814422110834,0.06706941060829408,4,False,5896,11641,valve_0264_lidar_classes.ply
9,2262,complex,poisson,0.31048378566555257,0.634552996647416,0.05496321768703136,0.06130525036161654,0.9309964902660727,2,0.011669118760586074,0.034894461107215106,0.02269204836326539,1,False,6255,12402,valve_0264_lidar_classes.ply
10,3385,complex,poisson,0.06618935671628562,0.45106323143559246,0.4827474118481219,0.042995100077449076,0.9703009390308905,8,0.01188093879177534,0.06092154675504171,0.028233365806123813,1,False,7995,15798,valve_0264_lidar_classes.ply
11,831,plane,alpha_shape,0.025460232232374237,0.9411310413593554,0.03340872640827038,0.04452825870198393,0.9618765748843535,2,0.012292836452138273,0.02220730599509996,0.021509932947801028,1,False,695,1520,valve_0264_lidar_classes.ply
12,1211,plane,alpha_shape,0.16708834955208587,0.7678050153246319,0.06510663512328228,0.043871981888983315,0.9589744000141788,1,0.01229188317691001,0.02314886839184393,0.021645550197814476,2,False,1025,2264,valve_0264_lidar_classes.ply
13,701,complex,poisson,0.17740181123757365,0.43250965373188965,0.3900885350305367,0.08136232623410349,0.8882697021355966,2,0.013086856898422022,0.028975318366173158,0.02229598199947972,2,False,3084,5973,valve_0264_lidar_classes.ply
2,456,complex,poisson,0.10306165830458527,0.5605215431684899,0.33641679852692485,0.07752886135729195,0.877783582378975,17,0.03781179069705038,0.13166489311413782,0.0805577305465514,13,False,3346,6338,valve_0265_lidar_classes.ply
3,83,tube,ball_pivoting,0.7892249311111612,0.1869228132654331,0.02385225562340572,0.05746177280432983,0.9467812740156852,1,0.008068433685625815,0.019905156496053476,0.017072944357883552,1,False,83,109,valve_0265_lidar_classes.ply
5,1534,complex,poisson,0.25975973335816593,0.6686568540609584,0.07158341258087572,0.09394718788424382,0.8138460786497969,1,0.018487817534703146,0.15844684866066155,0.07035230514936759,1,False,6337,12566,valve_0265_lidar_classes.ply
6,371,complex,poisson,0.11821265264908687,0.46831879025272194,0.4134685570981912,0.0810484561251398,0.8521023531419227,17,0.027689393738730323,0.12669244893180906,0.08335743175959578,5,False,3873,7415,valve_0265_lidar_classes.ply
7,101,tube,ball_pivoting,0.9777291341089438,0.0008999899650005444,0.021370875926055664,0.08454858320851644,0.8605706492720374,2,0.00940625310659017,0.020447460669528787,0.01810951731992522,2,False,101,141,valve_0265_lidar_classes.ply
8,1212,tube,ball_pivoting,0.5323096424242167,0.4360182540779544,0.03167210349782888,0.06341442242602614,0.9332783134600041,5,0.01137239965224009,0.02880367021181888,0.021037546914514607,6,False,1212,1427,valve_0265_lidar_classes.ply
9,2138,complex,poisson,0.23441393816987752,0.6772249612412136,0.08836110058890886,0.06844451745803415,0.9198512034582865,1,0.012784335296481856,0.05479596673453914,0.027612989070654095,5,False,7088,14058,valve_0265_lidar_classes.ply
10,3016,complex,poisson,0.26719225182803624,0.2966112265233568,0.43619652164860695,0.04814158374554832,0.9658617326062722,3,0.012413455212498288,0.07690149288956304,0.03470906969046641,3,False,7715,15274,valve_0265_lidar_classes.ply
11,659,plane,alpha_shape,0.3676255341096831,0.6090696124635934,0.02330485342672346,0.03707231567304493,0.9718485554602159,1,0.012472524790008481,0.021038861608599628,0.02146339301690206,2,False,557,1196,valve_0265_lidar_classes.ply
12,1391,plane,alpha_shape,0.10440490092029112,0.8289598260482214,0.06663527303148753,0.047671687296395225,0.9553092491960754,1,0.012607559683813262,0.02288968007478118,0.022672816794770234,1,False,1140,2514,valve_0265_lidar_classes.ply
13,700,complex,poisson,0.3012774637079391,0.2913544272706201,0.4073681090214407,0.0732901282492758,0.911160415721699,1,0.012379381094921902,0.03449835263790185,0.023613616210942583,3,False,2601,5009,valve_0265_lidar_classes.ply
2,573,complex,poisson,0.20942773044505228,0.4408985087001179,0.3496737608548299,0.07715721439121181,0.8985226075761207,17,0.02484202838459407,0.15211345473747562,0.09056007498617896,5,False,5387,10357,valve_0266_lidar_classes.ply
3,90,tube,ball_pivoting,0.7834781982680915,0.18868410966431928,0.0278376920675893,0.05803295123499985,0.9217418135428542,1,0.011743703165061145,0.023892324235785772,0.020364673613934084,1,False,90,131,valve_0266_lidar_classes.ply
5,1584,complex,poisson,0.3518486752340298,0.5756011938507151,0.0725501309152551,0.09176778996054072,0.8253268127380758,1,0.01974384390860185,0.20532908558311194,0.09963776740353134,3,False,7506,14773,valve_0266_lidar_classes.ply
6,403,sphere,poisson,0.12148782569319998,0.43083334379593374,0.44767883051086627,0.08217223562790715,0.8402609698317245,20,0.02677339102384261,0.13806390501652027,0.09294508124688454,6,False,4560,8825,valve_0266_lidar_classes.ply
7,92,tube,ball_pivoting,0.9747246960556776,0.006220234508143112,0.019055069436179364,0.08124562242164327,0.8214019741459602,2,0.011404791871230937,0.029443764559031547,0.022040684481447755,2,False,92,111,valve_0266_lidar_classes.ply
8,1033,complex,poisson,0.4358971928767489,0.5338204488364848,0.030282358286766307,0.05972277584745813,0.9339010643506098,1,0.014776051596715007,0.11072126175062691,0.052985946124101554,4,False,4247,8280,valve_0266_lidar_classes.ply
9,2284,complex,poisson,0.36921572726426943,0.5736184682755116,0.05716580446021905,0.06994119002116964,0.9218149765180671,1,0.012451598398950393,0.05249345537710948,0.027057684391093642,2,False,6974,13850,valve_0266_lidar_classes.ply
10,3425,complex,poisson,0.41547960933585243,0.2883605079728153,0.29615988269133225,0.045721871287701756,0.9690165324187995,4,0.011454637398816466,0.06978201269138097,0.030749134754470313,4,False,8402,16609,valve_0266_lidar_classes.ply
11,828,plane,alpha_shape,0.1276412410608796,0.8446679342378621,0.02769082470125835,0.041300980121595214,0.9661281195205206,2,0.01244432911183234,0.021148744796083564,0.022058321608930037,1,False,704,1524,valve_0266_lidar_classes.ply
12,1207,plane,alpha_shape,0.15305766980175411,0.781043294099665,0.06589903609858094,0.043161797830829844,0.9601561967321655,1,0.012598501221309778,0.023484905614172057,0.0225627308460319,1,False,1018,2236,valve_0266_lidar_classes.ply
13,704,complex,poisson,0.17224536846692656,0.36851852588749695,0.4592361056455765,0.0785201637983207,0.8948555557216175,1,0.012933489008502627,0.030948700501074383,0.024036474329501158,2,False,3012,5808,valve_0266_lidar_classes.ply
2,460,complex,poisson,0.2081476633441889,0.5480505126574687,0.24380182399834233,0.07531731728845598,0.887804195925814,13,0.03141256962385218,0.16049009886557503,0.09703914304864249,2,False,3922,7558,valve_0267_lidar_classes.ply
3,71,tube,ball_pivoting,0.8589355086934736,0.11871400671483316,0.022350484591693334,0.07436819453045437,0.8802173436535327,1,0.010981234327211702,0.027986430938173937,0.020860624466018638,1,False,71,91,valve_0267_lidar_classes.ply
5,1572,complex,poisson,0.3816778098775661,0.5513636123671395,0.06695857775529442,0.09878011705449934,0.8206393353663349,1,0.01892152558798556,0.15676217535724246,0.07183440483183265,2,False,6532,12938,valve_0267_lidar_classes.ply
6,332,complex,poisson,0.1832221444783165,0.4658148557767558,0.3509629997449277,0.0758327669372435,0.8774270477523107,18,0.0348439674180358,0.15032934765993616,0.10946638536431616,7,False,4789,9254,valve_0267_lidar_classes.ply
7,90,tube,ball_pivoting,0.9782678146116501,0.006306411029455052,0.015425774358894764,0.10371006758295545,0.7967982667951584,2,0.026012508390840648,0.05285784933596191,0.02955077867234589,4,False,90,58,valve_0267_lidar_classes.ply
8,1276,complex,poisson,0.3648101189928162,0.5785018759041817,0.05668800510300219,0.0551402604992915,0.9377840682872406,3,0.015750856314924053,0.15661090819879678,0.059123137834324754,3,False,4632,9142,valve_0267_lidar_classes.ply
9,1836,tube,ball_pivoting,0.5838247129668582,0.3756658869598302,0.04050940007331155,0.06573753567513403,0.9242368062809628,2,0.011487045910549148,0.019784976933492772,0.019600947456394804,5,False,1836,2362,valve_0267_lidar_classes.ply
10,3042,complex,poisson,0.3726584791575278,0.2537244360270168,0.3736170848154554,0.044151339023328316,0.9668092804762085,5,0.011796215284172053,0.06539832014260846,0.030236515490646303,1,False,7162,14143,valve_0267_lidar_classes.ply
11,821,plane,alpha_shape,0.31582809747384366,0.6574523186358677,0.026719583890288476,0.04143245435939171,0.9643757597867569,2,0.013019341947503848,0.0204681018806187,0.02161983283669079,2,False,686,1480,valve_0267_lidar_classes.ply
12,1151,plane,alpha_shape,0.1906539345503815,0.7386862469603368,0.07065981848928171,0.0433275599700117,0.9617883782236957,1,0.012602085588666096,0.026181750368249372,0.02372159809080847,2,False,930,2040,valve_0267_lidar_classes.ply
13,657,complex,poisson,0.08669736385689293,0.5352188671117091,0.37808376903139795,0.08310709137505656,0.8838127049635918,1,0.013171676227519257,0.03616389669560539,0.024836037137838746,1,False,2718,5244,valve_0267_lidar_classes.ply
2,610,complex,poisson,0.1880575524153896,0.5094586691853001,0.3024837783993103,0.08281688998094043,0.861161982201401,16,0.02400036631640258,0.1154946568098341,0.07579849030213799,3,False,4270,8232,valve_0268_lidar_classes.ply
3,62,tube,ball_pivoting,0.887026674371372,0.09117775472547056,0.02179557090315742,0.06306812697916553,0.9378822518590795,2,0.007475623637425878,0.05107169718632443,0.02050027725256142,1,False,62,89,valve_0268_lidar_classes.ply
5,1529,complex,poisson,0.38202266072278346,0.5393995347008501,0.07857780457636648,0.09436420487679077,0.8271697744048054,1,0.020421758255842096,0.24966111458093446,0.11059605922868601,4,False,7620,14990,valve_0268_lidar_classes.ply
6,212,complex,poisson,0.2133675492050172,0.4136839904173014,0.37294846037768137,0.08901849850206443,0.8923122872228877,18,0.03500482551361797,0.18616033890569875,0.11168414226427888,2,False,3895,7505,valve_0268_lidar_classes.ply
7,63,tube,ball_pivoting,0.9793586423349431,0.0029360856692756568,0.017705271995781254,0.09307828423976143,0.839148725637299,2,0.014792957081370108,0.02650725807038182,0.02187144955716038,2,False,63,54,valve_0268_lidar_classes.ply
8,1001,complex,poisson,0.3305009234201908,0.6333664979866803,0.03613257859312886,0.05178275270850101,0.9401024453274124,1,0.0170968918781981,0.1487822710381588,0.06603182563052322,3,False,4622,9118,valve_0268_lidar_classes.ply
9,1797,complex,poisson,0.4041381737171288,0.542918301426947,0.05294352485592421,0.06688049008691885,0.9182944029895729,1,0.012242763433391065,0.048666180873747994,0.026353483964744948,2,False,4683,9272,valve_0268_lidar_classes.ply
10,3374,complex,poisson,0.251708951292078,0.425406774278156,0.32288427442976597,0.05325061742191023,0.9606018423512542,2,0.011677121440224071,0.09411148671312833,0.03782362824588564,7,False,8666,17133,valve_0268_lidar_classes.ply
11,786,plane,alpha_shape,0.11283350703010557,0.8587731394302277,0.028393353539666696,0.04838265925265344,0.957264515309931,1,0.013555281589205982,0.021847145412229596,0.022902867001055056,2,False,654,1346,valve_0268_lidar_classes.ply
12,1180,plane,alpha_shape,0.09312394973396242,0.8245470689175033,0.08232898134853435,0.04135872779441113,0.9644230105288601,1,0.012737505432881314,0.022293864337097957,0.022753624298600915,2,False,1004,2142,valve_0268_lidar_classes.ply
